#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700013H16Rik	Slx	10090.ENSMUSP00000063474	10090.ENSMUSP00000094676	0	0	0	0	0	0	0	0.744	0.744
Hdac1	Mbd2	10090.ENSMUSP00000099657	10090.ENSMUSP00000073701	0	0	0	0	0.047	0.516	0.540	0.769	0.944
Hdac1	Smyd1	10090.ENSMUSP00000099657	10090.ENSMUSP00000073911	0.041	0	0	0	0.056	0.362	0	0.256	0.513
Hdac1	Npm1	10090.ENSMUSP00000099657	10090.ENSMUSP00000075067	0	0	0	0	0.167	0.068	0	0.349	0.451
Hdac1	Morf4l1	10090.ENSMUSP00000099657	10090.ENSMUSP00000082346	0	0	0	0	0.099	0.625	0.720	0.669	0.964
Hdac1	Smarcc1	10090.ENSMUSP00000099657	10090.ENSMUSP00000086094	0	0	0	0	0.162	0.098	0	0.679	0.736
Hdac1	Pax6	10090.ENSMUSP00000099657	10090.ENSMUSP00000087870	0	0	0	0	0.051	0.054	0	0.553	0.564
Hdac1	Mbd3	10090.ENSMUSP00000099657	10090.ENSMUSP00000089948	0	0	0	0	0.054	0.516	0.720	0.771	0.966
Hdac1	Kdm6b	10090.ENSMUSP00000099657	10090.ENSMUSP00000091620	0	0	0	0	0.059	0.375	0	0.588	0.737
Hdac1	Mta2	10090.ENSMUSP00000099657	10090.ENSMUSP00000093959	0	0	0	0	0.146	0.932	0.900	0.630	0.997
Hdac1	Hdac4	10090.ENSMUSP00000099657	10090.ENSMUSP00000095249	0	0	0.161	0.612	0.043	0.300	0	0.663	0.785
Hdac1	Mier1	10090.ENSMUSP00000099657	10090.ENSMUSP00000095558	0	0	0	0	0.061	0.548	0	0.809	0.912
Hdac1	Smarca4	10090.ENSMUSP00000099657	10090.ENSMUSP00000096547	0	0	0	0	0.127	0.469	0.500	0.859	0.963
Hdac1	Ttf1	10090.ENSMUSP00000099657	10090.ENSMUSP00000097809	0	0	0	0	0.073	0	0.500	0.234	0.614
Hdac1	Smarca1	10090.ENSMUSP00000099657	10090.ENSMUSP00000099138	0	0	0	0	0.092	0.283	0	0.201	0.434
Hdac1	Kat2a	10090.ENSMUSP00000099657	10090.ENSMUSP00000099407	0	0	0	0	0.066	0.225	0	0.940	0.953
Hdac1	Smarce1	10090.ENSMUSP00000099657	10090.ENSMUSP00000099422	0	0	0	0	0.126	0.121	0	0.523	0.601
Hdac1	Top1	10090.ENSMUSP00000099657	10090.ENSMUSP00000105094	0	0	0	0	0.104	0.149	0	0.285	0.408
Hdac1	Pbrm1	10090.ENSMUSP00000099657	10090.ENSMUSP00000107727	0	0	0	0	0.120	0.101	0	0.320	0.416
Hdac1	Smyd3	10090.ENSMUSP00000099657	10090.ENSMUSP00000117410	0.041	0	0	0	0.056	0.136	0	0.390	0.460
Hdac1	Znhit1	10090.ENSMUSP00000099657	10090.ENSMUSP00000106720	0	0	0	0	0	0.123	0	0.476	0.521
Hdac1	Kat6b	10090.ENSMUSP00000099657	10090.ENSMUSP00000138377	0	0	0	0	0.054	0.248	0	0.447	0.572
Hdac1	Setd2	10090.ENSMUSP00000099657	10090.ENSMUSP00000116313	0.041	0	0	0	0.082	0.238	0	0.478	0.603
Hdac1	Ruvbl2	10090.ENSMUSP00000099657	10090.ENSMUSP00000147502	0	0	0	0	0.113	0.267	0	0.460	0.618
Hdac1	Jarid2	10090.ENSMUSP00000099657	10090.ENSMUSP00000134205	0	0	0	0	0.087	0.177	0	0.535	0.620
Hdac1	Smarcc2	10090.ENSMUSP00000099657	10090.ENSMUSP00000100868	0	0	0	0	0.077	0.093	0	0.594	0.631
Hdac1	Kdm4a	10090.ENSMUSP00000099657	10090.ENSMUSP00000102014	0	0	0	0	0	0.093	0	0.689	0.706
Hdac1	Trp63	10090.ENSMUSP00000099657	10090.ENSMUSP00000110965	0	0	0	0	0.090	0.157	0	0.684	0.736
Hdac1	Satb1	10090.ENSMUSP00000099657	10090.ENSMUSP00000116006	0	0	0	0	0	0.094	0	0.744	0.758
Hdac1	Hist1h2bp	10090.ENSMUSP00000099657	10090.ENSMUSP00000106099	0	0	0	0	0.044	0.161	0.650	0.296	0.775
Hdac1	Satb2	10090.ENSMUSP00000099657	10090.ENSMUSP00000110057	0	0	0	0	0	0.537	0	0.544	0.780
Hdac1	Nr3c1	10090.ENSMUSP00000099657	10090.ENSMUSP00000111229	0	0	0	0	0	0.387	0	0.669	0.788
Hdac1	Rere	10090.ENSMUSP00000099657	10090.ENSMUSP00000101307	0	0	0	0	0.043	0.469	0	0.864	0.925
Hdac1	Kdm5c	10090.ENSMUSP00000099657	10090.ENSMUSP00000108207	0	0	0	0	0.074	0.177	0	0.910	0.925
Hdac1	Mta1	10090.ENSMUSP00000099657	10090.ENSMUSP00000105349	0	0	0	0	0.054	0.935	0.720	0.848	0.997
Hdac1	Rbbp4	10090.ENSMUSP00000099657	10090.ENSMUSP00000099658	0	0	0	0	0.256	0.726	0.900	0.994	0.999
Hdac2	Kat2b	10090.ENSMUSP00000019911	10090.ENSMUSP00000000724	0	0	0	0	0.065	0.374	0	0.642	0.772
Hdac2	Smarcb1	10090.ENSMUSP00000019911	10090.ENSMUSP00000000925	0	0	0	0	0.135	0.410	0	0.389	0.661
Hdac2	Kdm5a	10090.ENSMUSP00000019911	10090.ENSMUSP00000005108	0	0	0	0	0.064	0.301	0	0.399	0.573
Hdac2	Macroh2a1	10090.ENSMUSP00000019911	10090.ENSMUSP00000016081	0	0	0	0	0.049	0.267	0.650	0.189	0.775
Hdac2	Kdm4a	10090.ENSMUSP00000019911	10090.ENSMUSP00000102014	0	0	0	0	0	0.082	0	0.401	0.427
Hdac2	Hells	10090.ENSMUSP00000019911	10090.ENSMUSP00000025965	0	0	0	0	0.112	0.240	0	0.220	0.428
Hdac2	Kdm5d	10090.ENSMUSP00000019911	10090.ENSMUSP00000061095	0	0	0	0	0.055	0.301	0	0.213	0.435
Hdac2	Smarca1	10090.ENSMUSP00000019911	10090.ENSMUSP00000099138	0	0	0	0	0.106	0.287	0	0.188	0.437
Hdac2	Ruvbl2	10090.ENSMUSP00000019911	10090.ENSMUSP00000147502	0	0	0	0	0.101	0.196	0	0.313	0.460
Hdac2	Suv39h2	10090.ENSMUSP00000019911	10090.ENSMUSP00000027956	0.041	0	0	0	0.085	0.142	0	0.401	0.489
Hdac2	Smyd1	10090.ENSMUSP00000019911	10090.ENSMUSP00000073911	0.041	0	0	0	0.056	0.362	0	0.226	0.493
Hdac2	Hnf1a	10090.ENSMUSP00000019911	10090.ENSMUSP00000031535	0	0	0	0	0	0	0	0.532	0.532
Hdac2	Ttf1	10090.ENSMUSP00000019911	10090.ENSMUSP00000097809	0	0	0	0	0	0	0.500	0.110	0.536
Hdac2	Kat6b	10090.ENSMUSP00000019911	10090.ENSMUSP00000138377	0	0	0	0	0.091	0.248	0	0.390	0.547
Hdac2	Kdm5b	10090.ENSMUSP00000019911	10090.ENSMUSP00000038138	0	0	0	0	0.059	0.177	0	0.463	0.549
Hdac2	Setd2	10090.ENSMUSP00000019911	10090.ENSMUSP00000116313	0.041	0	0	0	0.079	0.238	0	0.463	0.590
Hdac2	Kdm4c	10090.ENSMUSP00000019911	10090.ENSMUSP00000030102	0	0	0	0	0	0.082	0	0.587	0.604
Hdac2	Smarcc2	10090.ENSMUSP00000019911	10090.ENSMUSP00000100868	0	0	0	0	0.081	0.093	0	0.573	0.613
Hdac2	Smarca2	10090.ENSMUSP00000019911	10090.ENSMUSP00000025862	0	0	0	0	0.088	0.462	0	0.295	0.624
Hdac2	Sirt6	10090.ENSMUSP00000019911	10090.ENSMUSP00000048971	0	0	0	0	0	0.178	0	0.579	0.639
Hdac2	Kdm6a	10090.ENSMUSP00000019911	10090.ENSMUSP00000061539	0	0	0	0	0.117	0.375	0	0.414	0.648
Hdac2	Kdm5c	10090.ENSMUSP00000019911	10090.ENSMUSP00000108207	0	0	0	0	0.057	0.177	0	0.613	0.674
Hdac2	Kdm6b	10090.ENSMUSP00000019911	10090.ENSMUSP00000091620	0	0	0	0	0.059	0.375	0	0.520	0.693
Hdac2	Macroh2a2	10090.ENSMUSP00000019911	10090.ENSMUSP00000020283	0	0	0	0	0.066	0.168	0.650	0.080	0.716
Hdac2	Smarce1	10090.ENSMUSP00000019911	10090.ENSMUSP00000099422	0	0	0	0	0.144	0.370	0	0.556	0.740
Hdac2	Kat6a	10090.ENSMUSP00000019911	10090.ENSMUSP00000038181	0	0	0	0	0.054	0.248	0.400	0.467	0.742
Hdac2	Smarcc1	10090.ENSMUSP00000019911	10090.ENSMUSP00000086094	0	0	0	0	0.125	0.350	0	0.588	0.745
Hdac2	Nr3c1	10090.ENSMUSP00000019911	10090.ENSMUSP00000111229	0	0	0	0	0	0.271	0	0.676	0.754
Hdac2	Smarca5	10090.ENSMUSP00000019911	10090.ENSMUSP00000044361	0	0	0	0	0.124	0.287	0.500	0.327	0.762
Hdac2	Hdac4	10090.ENSMUSP00000019911	10090.ENSMUSP00000095249	0	0	0.156	0.611	0	0.300	0	0.637	0.767
Hdac2	Hist1h2bp	10090.ENSMUSP00000019911	10090.ENSMUSP00000106099	0	0	0	0	0	0.161	0.650	0.270	0.767
Hdac2	Trp63	10090.ENSMUSP00000019911	10090.ENSMUSP00000110965	0	0	0	0	0.090	0.157	0	0.728	0.773
Hdac2	Lin54	10090.ENSMUSP00000019911	10090.ENSMUSP00000123425	0	0	0	0	0.082	0.097	0.720	0.162	0.779
Hdac2	Jarid2	10090.ENSMUSP00000019911	10090.ENSMUSP00000134205	0	0	0	0	0.055	0.177	0.720	0.314	0.830
Hdac2	Zbtb7a	10090.ENSMUSP00000019911	10090.ENSMUSP00000047333	0	0	0	0	0	0.236	0.720	0.280	0.832
Hdac2	Mier1	10090.ENSMUSP00000019911	10090.ENSMUSP00000095558	0	0	0	0	0	0.363	0	0.809	0.873
Hdac2	Mbd2	10090.ENSMUSP00000019911	10090.ENSMUSP00000073701	0	0	0	0	0.047	0.377	0.540	0.683	0.902
Hdac2	Kat2a	10090.ENSMUSP00000019911	10090.ENSMUSP00000099407	0	0	0	0	0.084	0.225	0	0.873	0.902
Hdac2	Rere	10090.ENSMUSP00000019911	10090.ENSMUSP00000101307	0	0	0	0	0.047	0.239	0	0.899	0.920
Hdac2	Myc	10090.ENSMUSP00000019911	10090.ENSMUSP00000022971	0	0	0	0	0.045	0.293	0.720	0.694	0.934
Hdac2	Morf4l1	10090.ENSMUSP00000019911	10090.ENSMUSP00000082346	0	0	0	0	0.081	0.493	0.720	0.592	0.939
Hdac2	Mta3	10090.ENSMUSP00000019911	10090.ENSMUSP00000068931	0	0	0	0	0.058	0.559	0.720	0.549	0.940
Hdac2	Mbd3	10090.ENSMUSP00000019911	10090.ENSMUSP00000089948	0	0	0	0	0.091	0.540	0.720	0.608	0.948
Hdac2	Smarca4	10090.ENSMUSP00000019911	10090.ENSMUSP00000096547	0	0	0	0	0.105	0.650	0	0.930	0.976
Hdac2	Mta1	10090.ENSMUSP00000019911	10090.ENSMUSP00000105349	0	0	0	0	0.067	0.746	0.720	0.760	0.982
Hdac2	Mta2	10090.ENSMUSP00000019911	10090.ENSMUSP00000093959	0	0	0	0	0.084	0.870	0.720	0.589	0.984
Hdac2	Hmg20b	10090.ENSMUSP00000019911	10090.ENSMUSP00000020454	0	0	0	0	0.064	0.561	0.500	0.941	0.986
Hdac2	Yy1	10090.ENSMUSP00000019911	10090.ENSMUSP00000021692	0	0	0	0	0.049	0.438	0.720	0.983	0.997
Hdac2	Rbbp7	10090.ENSMUSP00000019911	10090.ENSMUSP00000033720	0	0	0	0	0.146	0.666	0.800	0.994	0.999
Hdac2	Rbbp4	10090.ENSMUSP00000019911	10090.ENSMUSP00000099658	0	0	0	0	0.115	0.548	0.800	0.994	0.999
Hdac4	Kat2b	10090.ENSMUSP00000095249	10090.ENSMUSP00000000724	0	0	0	0	0.051	0.170	0	0.724	0.763
Hdac4	Smarcb1	10090.ENSMUSP00000095249	10090.ENSMUSP00000000925	0	0	0	0	0.109	0.101	0	0.536	0.596
Hdac4	Macroh2a1	10090.ENSMUSP00000095249	10090.ENSMUSP00000016081	0	0	0	0	0.042	0.385	0.650	0.053	0.778
Hdac4	Macroh2a2	10090.ENSMUSP00000095249	10090.ENSMUSP00000020283	0	0	0	0	0	0.385	0.650	0.053	0.778
Hdac4	Yy1	10090.ENSMUSP00000095249	10090.ENSMUSP00000021692	0	0	0	0	0	0.161	0	0.854	0.872
Hdac4	Myc	10090.ENSMUSP00000095249	10090.ENSMUSP00000022971	0	0	0	0	0.053	0.092	0	0.392	0.431
Hdac4	Pax7	10090.ENSMUSP00000095249	10090.ENSMUSP00000030508	0	0	0	0	0	0.062	0	0.501	0.512
Hdac4	Rbbp7	10090.ENSMUSP00000095249	10090.ENSMUSP00000033720	0	0	0	0	0.067	0.315	0	0.272	0.494
Hdac4	Kat6a	10090.ENSMUSP00000095249	10090.ENSMUSP00000038181	0	0	0	0	0.046	0.153	0	0.489	0.551
Hdac4	Supt16	10090.ENSMUSP00000095249	10090.ENSMUSP00000042283	0	0	0	0	0.050	0.095	0	0.473	0.507
Hdac4	Sirt6	10090.ENSMUSP00000095249	10090.ENSMUSP00000048971	0	0	0	0	0.057	0.178	0	0.565	0.633
Hdac4	Ino80	10090.ENSMUSP00000095249	10090.ENSMUSP00000051845	0	0	0	0	0.104	0.362	0	0.128	0.458
Hdac4	Kdm6a	10090.ENSMUSP00000095249	10090.ENSMUSP00000061539	0	0	0	0	0.062	0.237	0	0.357	0.500
Hdac4	Kdm6b	10090.ENSMUSP00000095249	10090.ENSMUSP00000091620	0	0	0	0	0.097	0.237	0	0.412	0.560
Hdac4	Pbrm1	10090.ENSMUSP00000095249	10090.ENSMUSP00000107727	0	0	0	0	0.054	0.342	0	0.125	0.408
Hdac4	Smyd3	10090.ENSMUSP00000095249	10090.ENSMUSP00000117410	0.041	0	0	0	0.110	0.136	0	0.295	0.411
Hdac4	Kat6b	10090.ENSMUSP00000095249	10090.ENSMUSP00000138377	0	0	0	0	0.046	0.153	0	0.404	0.476
Hdac4	Rbbp4	10090.ENSMUSP00000095249	10090.ENSMUSP00000099658	0	0	0	0	0.067	0.315	0	0.273	0.495
Hdac4	Trp63	10090.ENSMUSP00000095249	10090.ENSMUSP00000110965	0	0	0	0	0.067	0.118	0	0.437	0.496
Hdac4	Smarca4	10090.ENSMUSP00000095249	10090.ENSMUSP00000096547	0	0	0	0	0.063	0.115	0	0.592	0.632
Hdac4	Kat2a	10090.ENSMUSP00000095249	10090.ENSMUSP00000099407	0	0	0	0	0.073	0.170	0	0.580	0.648
Hdac4	Hist1h2bp	10090.ENSMUSP00000095249	10090.ENSMUSP00000106099	0	0	0	0	0	0.176	0.650	0.177	0.741
Hells	Kat2b	10090.ENSMUSP00000025965	10090.ENSMUSP00000000724	0	0	0	0	0.046	0.364	0	0.117	0.418
Hells	Hltf	10090.ENSMUSP00000025965	10090.ENSMUSP00000002502	0	0	0.236	0.587	0.091	0.262	0	0.114	0.485
Hells	Macroh2a2	10090.ENSMUSP00000025965	10090.ENSMUSP00000020283	0	0	0	0	0.058	0.267	0	0.201	0.401
Hells	Suv39h2	10090.ENSMUSP00000025965	10090.ENSMUSP00000027956	0	0	0	0	0.169	0.116	0	0.261	0.411
Hells	Ttf2	10090.ENSMUSP00000025965	10090.ENSMUSP00000076208	0	0	0.240	0.596	0.208	0.124	0	0.065	0.441
Hells	Kat2a	10090.ENSMUSP00000025965	10090.ENSMUSP00000099407	0	0	0	0	0.058	0.364	0	0.143	0.442
Hells	Ssrp1	10090.ENSMUSP00000025965	10090.ENSMUSP00000076971	0	0	0	0	0.183	0.238	0	0.187	0.450
Hells	Supt16	10090.ENSMUSP00000025965	10090.ENSMUSP00000042283	0	0	0	0	0.182	0.303	0	0.139	0.466
Hells	Ruvbl2	10090.ENSMUSP00000025965	10090.ENSMUSP00000147502	0	0	0	0	0.182	0.309	0	0.158	0.483
Hells	Mysm1	10090.ENSMUSP00000025965	10090.ENSMUSP00000075269	0	0	0	0	0.066	0.443	0	0.094	0.487
Hells	Ruvbl1	10090.ENSMUSP00000025965	10090.ENSMUSP00000032165	0	0	0	0	0.120	0.313	0	0.257	0.512
Hells	Rad54b	10090.ENSMUSP00000025965	10090.ENSMUSP00000066977	0	0	0.225	0.628	0.284	0.123	0	0.120	0.515
Hells	Rbbp4	10090.ENSMUSP00000025965	10090.ENSMUSP00000099658	0	0	0	0	0.146	0.414	0	0.162	0.544
Hells	Rbbp7	10090.ENSMUSP00000025965	10090.ENSMUSP00000033720	0	0	0	0	0.174	0.414	0	0.189	0.573
Hells	Rad54l	10090.ENSMUSP00000025965	10090.ENSMUSP00000099765	0	0	0.211	0.648	0.388	0.123	0	0.114	0.575
Hells	Nasp	10090.ENSMUSP00000025965	10090.ENSMUSP00000030456	0	0	0	0	0.443	0	0	0.327	0.610
Hells	Mcm2	10090.ENSMUSP00000025965	10090.ENSMUSP00000061923	0	0	0	0	0.527	0.085	0	0.229	0.637
Hells	Pole3	10090.ENSMUSP00000025965	10090.ENSMUSP00000030091	0	0	0	0	0.073	0.632	0	0.186	0.698
Hils1	Macroh2a2	10090.ENSMUSP00000039866	10090.ENSMUSP00000020283	0	0	0	0	0.057	0.244	0	0.235	0.407
Hils1	Tnp1	10090.ENSMUSP00000039866	10090.ENSMUSP00000027374	0	0	0	0	0.185	0	0	0.601	0.660
Hils1	Tnp2	10090.ENSMUSP00000039866	10090.ENSMUSP00000053078	0	0	0	0	0.212	0	0	0.614	0.682
Hist1h2bp	Supt6	10090.ENSMUSP00000106099	10090.ENSMUSP00000002121	0	0	0	0	0	0.305	0	0.272	0.472
Hist1h2bp	Macroh2a1	10090.ENSMUSP00000106099	10090.ENSMUSP00000016081	0	0.001	0	0	0.216	0.283	0.500	0.146	0.728
Hist1h2bp	Sycp3	10090.ENSMUSP00000106099	10090.ENSMUSP00000020252	0	0	0	0	0	0.099	0.500	0.082	0.550
Hist1h2bp	Macroh2a2	10090.ENSMUSP00000106099	10090.ENSMUSP00000020283	0	0.001	0	0	0.216	0.283	0.500	0.148	0.728
Hist1h2bp	Rnf8	10090.ENSMUSP00000106099	10090.ENSMUSP00000024817	0	0	0	0	0	0.066	0.500	0.251	0.619
Hist1h2bp	Kdm4b	10090.ENSMUSP00000106099	10090.ENSMUSP00000025036	0	0	0	0	0	0.096	0.500	0.067	0.541
Hist1h2bp	Ruvbl1	10090.ENSMUSP00000106099	10090.ENSMUSP00000032165	0	0	0	0	0	0.406	0	0.330	0.585
Hist1h2bp	Rbbp7	10090.ENSMUSP00000106099	10090.ENSMUSP00000033720	0	0	0	0	0	0.264	0.500	0.094	0.637
Hist1h2bp	Supt16	10090.ENSMUSP00000106099	10090.ENSMUSP00000042283	0	0	0	0	0.055	0.400	0	0.220	0.519
Hist1h2bp	Smarca5	10090.ENSMUSP00000106099	10090.ENSMUSP00000044361	0	0	0	0	0.056	0.294	0.500	0.270	0.724
Hist1h2bp	Sirt6	10090.ENSMUSP00000106099	10090.ENSMUSP00000048971	0	0	0	0	0	0.107	0.500	0.131	0.578
Hist1h2bp	Kdm6a	10090.ENSMUSP00000106099	10090.ENSMUSP00000061539	0	0	0	0	0	0.410	0.500	0.191	0.740
Hist1h2bp	Kdm6b	10090.ENSMUSP00000106099	10090.ENSMUSP00000091620	0	0	0	0	0	0.410	0	0.143	0.472
Hist1h2bp	Kat2a	10090.ENSMUSP00000106099	10090.ENSMUSP00000099407	0	0	0	0	0	0.205	0	0.310	0.428
Hist1h2bp	Rbbp4	10090.ENSMUSP00000106099	10090.ENSMUSP00000099658	0	0	0	0	0.050	0.264	0.500	0.128	0.654
Hist1h2bp	Hist1h4n	10090.ENSMUSP00000106099	10090.ENSMUSP00000100044	0	0.069	0	0	0.309	0.236	0	0.179	0.542
Hist1h2bp	Hist1h4m	10090.ENSMUSP00000106099	10090.ENSMUSP00000100546	0	0.069	0	0	0.292	0.236	0	0.179	0.532
Hist1h2bp	Kdm4a	10090.ENSMUSP00000106099	10090.ENSMUSP00000102014	0	0	0	0	0	0.096	0.500	0.117	0.566
Hist1h2bp	Setd2	10090.ENSMUSP00000106099	10090.ENSMUSP00000116313	0	0	0	0	0	0.299	0	0.190	0.408
Hist1h2bp	Ruvbl2	10090.ENSMUSP00000106099	10090.ENSMUSP00000147502	0	0	0	0	0	0.400	0	0.067	0.416
Hist1h2bp	Jarid2	10090.ENSMUSP00000106099	10090.ENSMUSP00000134205	0	0	0	0	0.057	0.295	0.500	0.086	0.655
Hist1h2bq	Supt6	10090.ENSMUSP00000089343	10090.ENSMUSP00000002121	0	0	0	0	0	0.305	0	0.270	0.471
Hist1h2bq	Macroh2a1	10090.ENSMUSP00000089343	10090.ENSMUSP00000016081	0	0.001	0	0	0.216	0.283	0	0.146	0.478
Hist1h2bq	Macroh2a2	10090.ENSMUSP00000089343	10090.ENSMUSP00000020283	0	0.001	0	0	0.216	0.283	0	0.147	0.479
Hist1h2bq	Ruvbl1	10090.ENSMUSP00000089343	10090.ENSMUSP00000032165	0	0	0	0	0	0.406	0	0.311	0.573
Hist1h2bq	Supt16	10090.ENSMUSP00000089343	10090.ENSMUSP00000042283	0	0	0	0	0.055	0.400	0	0.219	0.518
Hist1h2bq	Smarca5	10090.ENSMUSP00000089343	10090.ENSMUSP00000044361	0	0	0	0	0.056	0.294	0	0.269	0.470
Hist1h2bq	Kdm6a	10090.ENSMUSP00000089343	10090.ENSMUSP00000061539	0	0	0	0	0	0.410	0	0.190	0.501
Hist1h2bq	Setd2	10090.ENSMUSP00000089343	10090.ENSMUSP00000116313	0	0	0	0	0	0.299	0	0.190	0.408
Hist1h2bq	Ruvbl2	10090.ENSMUSP00000089343	10090.ENSMUSP00000147502	0	0	0	0	0	0.400	0	0.067	0.416
Hist1h2bq	Kat2a	10090.ENSMUSP00000089343	10090.ENSMUSP00000099407	0	0	0	0	0	0.205	0	0.309	0.427
Hist1h2bq	Kdm6b	10090.ENSMUSP00000089343	10090.ENSMUSP00000091620	0	0	0	0	0	0.410	0	0.143	0.472
Hist1h2bq	Hist1h4m	10090.ENSMUSP00000089343	10090.ENSMUSP00000100546	0	0.070	0	0	0.263	0.236	0	0.178	0.512
Hist1h2bq	Hist1h4n	10090.ENSMUSP00000089343	10090.ENSMUSP00000100044	0	0.070	0	0	0.263	0.236	0	0.217	0.535
Hist1h2br	Macroh2a1	10090.ENSMUSP00000136792	10090.ENSMUSP00000016081	0	0.001	0	0	0.216	0.283	0	0.104	0.452
Hist1h2br	Macroh2a2	10090.ENSMUSP00000136792	10090.ENSMUSP00000020283	0	0.001	0	0	0.216	0.283	0	0.104	0.452
Hist1h2br	Ruvbl1	10090.ENSMUSP00000136792	10090.ENSMUSP00000032165	0	0	0	0	0	0.406	0	0.076	0.427
Hist1h2br	Supt16	10090.ENSMUSP00000136792	10090.ENSMUSP00000042283	0	0	0	0	0.055	0.400	0	0.151	0.476
Hist1h2br	Kdm6a	10090.ENSMUSP00000136792	10090.ENSMUSP00000061539	0	0	0	0	0	0.410	0	0.081	0.434
Hist1h2br	Kdm6b	10090.ENSMUSP00000136792	10090.ENSMUSP00000091620	0	0	0	0	0	0.410	0	0.081	0.434
Hist1h2br	Hist1h4n	10090.ENSMUSP00000136792	10090.ENSMUSP00000100044	0	0.070	0	0	0.308	0.236	0	0.426	0.680
Hist1h2br	Hist1h4m	10090.ENSMUSP00000136792	10090.ENSMUSP00000100546	0	0.070	0	0	0.263	0.236	0	0.336	0.606
Hist1h2br	Ruvbl2	10090.ENSMUSP00000136792	10090.ENSMUSP00000147502	0	0	0	0	0	0.400	0	0.067	0.416
Hist1h4m	Kat2b	10090.ENSMUSP00000100546	10090.ENSMUSP00000000724	0	0	0	0	0	0.369	0	0.175	0.457
Hist1h4m	Smarcb1	10090.ENSMUSP00000100546	10090.ENSMUSP00000000925	0	0	0	0	0	0.414	0	0	0.414
Hist1h4m	Supt6	10090.ENSMUSP00000100546	10090.ENSMUSP00000002121	0	0	0	0	0	0.414	0	0.109	0.455
Hist1h4m	Macroh2a1	10090.ENSMUSP00000100546	10090.ENSMUSP00000016081	0	0.002	0	0	0.199	0.312	0	0.292	0.575
Hist1h4m	Macroh2a2	10090.ENSMUSP00000100546	10090.ENSMUSP00000020283	0	0.002	0	0	0.199	0.312	0	0.078	0.447
Hist1h4m	Nasp	10090.ENSMUSP00000100546	10090.ENSMUSP00000030456	0	0	0	0	0	0.447	0	0.121	0.493
Hist1h4m	Ruvbl1	10090.ENSMUSP00000100546	10090.ENSMUSP00000032165	0	0	0	0	0	0.386	0	0.118	0.435
Hist1h4m	Rbbp7	10090.ENSMUSP00000100546	10090.ENSMUSP00000033720	0	0	0	0	0	0.934	0	0.120	0.940
Hist1h4m	Supt16	10090.ENSMUSP00000100546	10090.ENSMUSP00000042283	0	0	0	0	0	0.457	0	0.162	0.525
Hist1h4m	Smarca5	10090.ENSMUSP00000100546	10090.ENSMUSP00000044361	0	0	0	0	0.045	0.379	0	0.079	0.406
Hist1h4m	Kdm6a	10090.ENSMUSP00000100546	10090.ENSMUSP00000061539	0	0	0	0	0.048	0.414	0	0.152	0.485
Hist1h4m	Mysm1	10090.ENSMUSP00000100546	10090.ENSMUSP00000075269	0	0	0	0	0	0.396	0	0.088	0.425
Hist1h4m	Ssrp1	10090.ENSMUSP00000100546	10090.ENSMUSP00000076971	0	0	0	0	0	0.379	0	0.199	0.481
Hist1h4m	Kdm6b	10090.ENSMUSP00000100546	10090.ENSMUSP00000091620	0	0	0	0	0.048	0.414	0	0.135	0.475
Hist1h4m	Smarca1	10090.ENSMUSP00000100546	10090.ENSMUSP00000099138	0	0	0	0	0.045	0.379	0	0.079	0.406
Hist1h4m	Kat2a	10090.ENSMUSP00000100546	10090.ENSMUSP00000099407	0	0	0	0	0	0.369	0	0.150	0.440
Hist1h4m	Rbbp4	10090.ENSMUSP00000100546	10090.ENSMUSP00000099658	0	0	0	0	0	0.375	0	0.120	0.426
Hist1h4m	Hist1h4n	10090.ENSMUSP00000100546	10090.ENSMUSP00000100044	0	0	0.049	0.983	0	0.800	0.720	0.042	0.942
Hist1h4m	Hp1bp3	10090.ENSMUSP00000100546	10090.ENSMUSP00000132614	0	0	0	0	0.118	0.292	0	0.118	0.401
Hist1h4m	Pbrm1	10090.ENSMUSP00000100546	10090.ENSMUSP00000107727	0	0	0	0	0	0.413	0	0.065	0.427
Hist1h4m	Ruvbl2	10090.ENSMUSP00000100546	10090.ENSMUSP00000147502	0	0	0	0	0	0.413	0	0.128	0.466
Hist1h4m	Setd2	10090.ENSMUSP00000100546	10090.ENSMUSP00000116313	0	0	0	0	0	0.414	0	0.183	0.500
Hist1h4n	Kat2b	10090.ENSMUSP00000100044	10090.ENSMUSP00000000724	0	0	0	0	0	0.369	0	0.175	0.457
Hist1h4n	Smarcb1	10090.ENSMUSP00000100044	10090.ENSMUSP00000000925	0	0	0	0	0	0.414	0	0	0.414
Hist1h4n	Supt6	10090.ENSMUSP00000100044	10090.ENSMUSP00000002121	0	0	0	0	0	0.414	0	0.109	0.455
Hist1h4n	Macroh2a1	10090.ENSMUSP00000100044	10090.ENSMUSP00000016081	0	0.002	0	0	0.199	0.312	0	0.294	0.577
Hist1h4n	Macroh2a2	10090.ENSMUSP00000100044	10090.ENSMUSP00000020283	0	0.002	0	0	0.199	0.312	0	0.078	0.447
Hist1h4n	Nasp	10090.ENSMUSP00000100044	10090.ENSMUSP00000030456	0	0	0	0	0	0.447	0	0.121	0.493
